"","Location","New_suspect","Cumulative_suspect","New_confirmed","Cumulative_confirmed","New_death","Cumulative_death","Date","MediaCloudCount","MobilityWuhan","Mechanistic_pred","Search_index_coronavirus_symptom","Search_index_how_many_degree_is_fever","Search_index_symptom_of_fever"
"334","gansu",0,0,0,0,0,0,2020-01-20,1,0.09,14.4357562121779,0.375,53.25,95.25
"368","gansu",0,0,0,0,0,0,2020-01-21,1,0.09,17.3851756332957,0.375,43.5,93.75
"402","gansu",0,0,0,0,0,0,2020-01-22,0,0.09,20.4260559666121,0.375,74.25,117
"436","gansu",0,0,2,2,0,0,2020-01-23,0,0.09,24.3298295701065,0.375,165.75,222.375
"470","gansu",0,0,2,4,0,0,2020-01-24,2,0.09,28.037757287408,0.375,147,132.75
"504","gansu",0,0,3,7,0,0,2020-01-25,0,0.09,30.2982583996453,0.375,210,186.375
"538","gansu",6,6,7,14,0,0,2020-01-26,0,0.09,30.1823677574751,151.125,266.25,272.625
"572","gansu",0,2,5,19,0,0,2020-01-27,1,0.09,30.9568879751454,170.25,240,227.25
"606","gansu",5,5,5,24,0,0,2020-01-28,0,0.09,32.0705123826312,109.5,228,227.25
"640","gansu",6,8,2,26,0,0,2020-01-29,3,0.09,33.0750373528919,182.25,228,270
"674","gansu",5,15,4,30,0,0,2020-01-30,0,0.09,34.7581322850797,172.5,245.25,288
"708","gansu",1,15,6,35,0,0,2020-01-31,1,0.09,35.3876779351684,194.25,223.125,197.25
"742","gansu",10,20,5,40,0,0,2020-02-01,0,0.09,36.7866742756473,175.5,183,197.25
"776","gansu",3,9,11,51,0,0,2020-02-02,0,0.09,38.5276814337212,160.5,177.75,254.25
"810","gansu",7,9,5,56,0,0,2020-02-03,0,0.09,40.3388232213517,204,196.125,234.75
"844","gansu",10,18,1,57,0,0,2020-02-04,0,0.09,41.186132510604,205.5,180.375,182.25
"878","gansu",8,16,5,62,0,0,2020-02-05,0,0.09,41.7438861048764,194.625,166.5,142.5
"912","gansu",8,16,5,62,0,0,2020-02-06,0,0.09,40.6437960444839,212.25,171.75,136.125
"946","gansu",8,23,1,71,1,1,2020-02-07,0,0.09,40.3841989054502,197.625,153,143.25
"980","gansu",6,21,10,81,0,1,2020-02-08,0,0.09,39.8161378835102,265.875,145.125,119.25
"1014","gansu",2,14,5,85,1,2,2020-02-09,0,0.09,39.2529370394587,212.625,139.125,130.875
"1048","gansu",8,20,1,86,0,2,2020-02-10,0,0.09,38.922542412172,291.375,134.25,214.125
"1082","gansu",6,18,0,86,0,2,2020-02-11,0,0.09,38.6037133687099,289.5,132,114.375
"1116","gansu",3,23,1,87,0,2,2020-02-12,0,0.09,38.3715125874523,277.5,114.75,99
"1150","gansu",0,12,3,90,0,2,2020-02-13,0,0.09,37.8391336106166,282,101.25,167.625
"1184","gansu",4,12,0,90,0,2,2020-02-14,0,0.09,37.421579058146,258.75,96.75,100.125
"1218","gansu",1,10,0,90,0,2,2020-02-15,0,0.09,37.4695019477516,239.25,72.75,83.625
"1252","gansu",0,10,1,91,0,2,2020-02-16,0,0.09,36.9816340770105,234.75,64.5,83.25
"1286","gansu",0,2,0,91,0,2,2020-02-17,0,0.09,36.6986526233071,261.375,75,79.875
"1320","gansu",0,2,0,91,0,2,2020-02-18,0,0.09,36.0730572644708,263.25,88.5,80.625
"1354","gansu",0,0,0,91,0,2,2020-02-19,0,0.09,36.0742380508581,267,84,98.25
"1388","gansu",1,1,0,91,0,2,2020-02-20,0,0.09,35.349368895541,245.25,83.25,94.5
"1422","gansu",0,0,0,91,0,2,2020-02-21,0,0.09,35.4139274176201,249,76.125,109.125
"29","qinghai",0,0,0,0,0,0,2020-01-10,2,0,0.546958400477502,0.225,42.3,68.85
"63","qinghai",0,0,0,0,0,0,2020-01-11,1,0,0.629858957089305,0.225,41.625,75.6
"97","qinghai",0,0,0,0,0,0,2020-01-12,0,0,0.779832989641735,0.225,39.825,0.225
"131","qinghai",0,0,0,0,0,0,2020-01-13,1,0,0.977381462831271,0.225,38.025,0.225
"165","qinghai",0,0,0,0,0,0,2020-01-14,1,0,1.09717054020138,0.225,36.9,0.225
"199","qinghai",0,0,0,0,0,0,2020-01-16,0,0,1.619500691519,0.225,35.1,69.75
"233","qinghai",0,0,0,0,0,0,2020-01-17,1,0,1.8841750005713,0.225,39.825,0.225
"267","qinghai",0,0,0,0,0,0,2020-01-18,0,0,2.28685576000962,0.225,35.1,0.225
"301","qinghai",0,0,0,0,0,0,2020-01-19,1,0,2.6911424945197,0.225,38.025,0.225
"335","qinghai",0,0,0,0,0,0,2020-01-20,0,0,3.20237406911658,0.225,40.5,69.75
"369","qinghai",0,0,0,0,0,0,2020-01-21,0,0,3.82524729005772,0.225,41.625,0.225
"403","qinghai",0,0,0,0,0,0,2020-01-22,1,0,4.65123730358309,0.225,53.55,69.75
"437","qinghai",0,0,0,0,0,0,2020-01-23,1,0,5.34492489651189,0.225,115.425,84.15
"471","qinghai",1,1,0,0,0,0,2020-01-24,5,0,6.21270036283368,0.225,111.15,83.025
"505","qinghai",0,0,1,1,0,0,2020-01-25,1,0,6.87183563451283,0.225,105.75,87.75
"539","qinghai",3,0,3,4,0,0,2020-01-26,0,0,6.81450458884813,74.025,147.6,91.35
"573","qinghai",0,0,2,6,0,0,2020-01-27,0,0,7.03950341133823,67.275,121.95,99.9
"607","qinghai",0,0,0,6,0,0,2020-01-28,0,0,7.31274460120103,66.15,113.85,104.4
"641","qinghai",1,1,0,6,0,0,2020-01-29,0,0,7.45576028279779,57.15,154.8,175.275
"675","qinghai",0,0,2,8,0,0,2020-01-30,0,0,7.6973013944239,119.925,136.575,119.475
"709","qinghai",1,1,0,8,0,0,2020-01-31,0,0,7.91442966585204,65.475,144,172.8
"743","qinghai",2,2,1,9,0,0,2020-02-01,0,0,8.32396884693484,126.675,148.95,119.475
"777","qinghai",0,0,4,13,0,0,2020-02-02,0,0,8.91444305616368,65.475,148.95,110.7
"811","qinghai",0,0,2,15,0,0,2020-02-03,0,0,9.31757688855462,81.9,154.8,107.1
"845","qinghai",0,0,2,17,0,0,2020-02-04,0,0,9.26528325677405,74.25,160.2,110.7
"879","qinghai",0,0,1,18,0,0,2020-02-05,0,0,9.46823978875457,71.55,138.6,85.725
"913","qinghai",0,0,1,18,0,0,2020-02-06,0,0,9.35946007187412,69.3,131.175,80.55
"947","qinghai",0,0,0,18,0,0,2020-02-07,0,0,9.15453615451646,126.45,86.625,155.025
"981","qinghai",0,0,0,18,0,0,2020-02-08,0,0,9.05348747911129,83.925,105.075,80.325
"1015","qinghai",0,0,0,18,0,0,2020-02-09,0,0,9.06710693949805,89.1,74.025,82.8
"1049","qinghai",0,0,0,18,0,0,2020-02-10,0,0,8.88559939734072,125.775,105.525,83.025
"1083","qinghai",0,0,0,18,0,0,2020-02-11,0,0,9.02369762081944,153.675,79.425,76.05
"1117","qinghai",0,0,0,18,0,0,2020-02-12,0,0,8.58264178203772,75.825,111.825,82.8
"1151","qinghai",0,0,0,18,0,0,2020-02-13,0,0,8.51818812582327,146.25,100.8,76.05
"1185","qinghai",0,0,0,18,0,0,2020-02-14,0,0,8.61730801920327,150.075,105.075,77.85
"1219","qinghai",0,0,0,18,0,0,2020-02-15,0,0,8.49145463281723,135.675,60.975,2.7
"1253","qinghai",0,0,0,18,0,0,2020-02-16,0,0,8.58662826499329,105.975,67.05,70.425
"1287","qinghai",0,0,0,18,0,0,2020-02-17,0,0,8.37644516430189,91.575,98.775,2.925
"1321","qinghai",0,0,0,18,0,0,2020-02-18,0,0,8.33673365737813,138.15,97.2,67.95
"1355","qinghai",0,0,0,18,0,0,2020-02-19,0,0,8.31033553814407,131.4,54.225,73.35
"1389","qinghai",0,0,0,18,0,0,2020-02-20,0,0,8.03069023415675,87.75,57.15,2.7
"1423","qinghai",0,0,0,18,0,0,2020-02-21,0,0,8.22573660420878,135.9,47.925,0.225
"30","ningxia",0,0,0,0,0,0,2020-01-10,0,0,0.772710279986339,0.2625,28.35,71.4
"64","ningxia",0,0,0,0,0,0,2020-01-11,0,0,0.91821092069107,0.2625,36.225,67.9875
"98","ningxia",0,0,0,0,0,0,2020-01-12,0,0,1.09999838426705,0.2625,30.975,70.35
"132","ningxia",0,0,0,0,0,0,2020-01-13,0,0,1.30430998080334,0.2625,30.975,66.675
"166","ningxia",0,0,0,0,0,0,2020-01-14,0,0,1.58415709667529,0.2625,29.925,70.35
"200","ningxia",0,0,0,0,0,0,2020-01-16,0,0,2.22334448654252,0.2625,26.775,73.7625
"234","ningxia",0,0,0,0,0,0,2020-01-17,0,0,2.68294786863571,0.2625,28.35,77.175
"268","ningxia",0,0,0,0,0,0,2020-01-18,0,0,3.1773205754976,0.2625,51.975,67.9875
"302","ningxia",0,0,0,0,0,0,2020-01-19,0,0,3.92938903629919,0.2625,33.075,0.2625
"336","ningxia",1,1,0,0,0,0,2020-01-20,0,0,4.57928815809875,0.2625,36.225,66.675
"370","ningxia",0,1,0,0,0,0,2020-01-21,0,0,5.53787512009331,0.2625,43.05,71.4
"404","ningxia",0,0,1,1,0,0,2020-01-22,0,0,6.52252984118743,0.2625,63.525,77.175
"438","ningxia",1,1,1,2,0,0,2020-01-23,2,0,7.69908188907316,0.2625,109.4625,85.575
"472","ningxia",1,1,1,3,0,0,2020-01-24,1,0,8.92190591738961,0.2625,106.05,92.4
"506","ningxia",0,1,1,4,0,0,2020-01-25,0,0,9.69768770642905,0.2625,126.525,92.4
"540","ningxia",0,0,3,7,0,0,2020-01-26,0,0,9.7120537539754,82.95,167.475,100.275
"574","ningxia",0,0,4,11,0,0,2020-01-27,1,0,9.91001273798983,83.2125,178.2375,195.0375
"608","ningxia",2,2,1,12,0,0,2020-01-28,0,0,10.1892463692621,123.9,189,174.3
"642","ningxia",0,1,5,17,0,0,2020-01-29,0,0,10.5982939180061,80.325,173.25,123.9
"676","ningxia",0,1,4,21,0,0,2020-01-30,3,0,10.8957852232274,139.9125,164.325,119.175
"710","ningxia",0,1,5,26,0,0,2020-01-31,0,0,11.4813487900355,153.3,173.775,106.575
"744","ningxia",7,8,2,28,0,0,2020-02-01,1,0,11.7029123341122,79.0125,131.25,106.575
"778","ningxia",4,12,3,31,0,0,2020-02-02,1,0,12.4947919626603,82.95,126,97.125
"812","ningxia",6,18,3,34,0,0,2020-02-03,2,0,12.793594607038,145.6875,132.3,89.25
"846","ningxia",6,24,0,34,0,0,2020-02-04,0,0,13.359520285811,139.3875,99.225,169.8375
"880","ningxia",15,39,6,40,0,0,2020-02-05,0,0,13.4149891386993,90.0375,117.075,152.25
"914","ningxia",15,39,6,40,0,0,2020-02-06,2,0,12.9887289215759,149.8875,111.825,76.9125
"948","ningxia",4,41,2,45,0,0,2020-02-07,0,0,12.8558032021798,84.525,122.325,81.9
"982","ningxia",6,36,0,45,0,0,2020-02-08,0,0,12.4906795925907,97.125,92.925,70.35
"1016","ningxia",6,34,4,49,0,0,2020-02-09,0,0,12.7668197634533,168,106.05,73.5
"1050","ningxia",2,33,4,53,0,0,2020-02-10,0,0,12.6268307191286,184.0125,101.85,77.175
"1084","ningxia",5,31,5,58,0,0,2020-02-11,0,0,12.5403846885582,158.8125,100.8,81.9
"1118","ningxia",3,28,6,64,0,0,2020-02-12,0,0,12.3839282219516,153.3,99.225,67.2
"1152","ningxia",5,30,3,67,0,0,2020-02-13,1,0,12.1919157282501,111.5625,86.3625,67.725
"1186","ningxia",3,29,3,70,0,0,2020-02-14,0,0,12.1644332655834,170.1,90.3,66.675
"1220","ningxia",5,30,0,70,0,0,2020-02-15,0,0,12.0915036019789,177.975,82.95,71.4
"1254","ningxia",0,28,0,70,0,0,2020-02-16,0,0,12.1169227640273,116.8125,58.8,70.35
"1288","ningxia",4,27,0,70,0,0,2020-02-17,0,0,11.8179072941513,150.9375,57.4875,71.4
"1322","ningxia",0,25,1,71,0,0,2020-02-18,0,0,11.889357603186,182.4375,67.725,66.675
"1356","ningxia",0,25,0,71,0,0,2020-02-19,1,0,11.8644925972979,160.3875,68.25,69.825
"1390","ningxia",1,21,0,71,0,0,2020-02-20,0,0,11.6286646573643,159.075,75.075,76.125
"1424","ningxia",1,11,0,71,0,0,2020-02-21,1,0,11.5127089779532,150.4125,54.6,66.9375
"31","xinjiang",0,0,0,0,0,0,2020-01-10,0,0.09,0.128932215681201,0.3125,37.8125,86.25
"65","xinjiang",0,0,0,0,0,0,2020-01-11,0,0.09,0.185268167859015,0.3125,38.4375,70
"99","xinjiang",0,0,0,0,0,0,2020-01-12,0,0.09,0.175844861646273,0.3125,41.5625,60.3125
"133","xinjiang",0,0,0,0,0,0,2020-01-13,0,0.09,0.25162476693146,0.3125,42.8125,69.375
"167","xinjiang",0,0,0,0,0,0,2020-01-14,0,0.09,0.297649968741437,0.3125,37.5,76.25
"201","xinjiang",0,0,0,0,0,0,2020-01-16,0,0.09,0.389092523301066,0.3125,41.5625,66.25
"235","xinjiang",0,0,0,0,0,0,2020-01-17,0,0.09,0.446951380136693,0.3125,25.3125,76.25
"269","xinjiang",0,0,0,0,0,0,2020-01-18,0,0.09,0.567349537181385,0.3125,25.625,69.375
"303","xinjiang",0,0,0,0,0,0,2020-01-19,0,0.09,0.596184201948624,0.3125,42.5,70.3125
"337","xinjiang",0,0,0,0,0,0,2020-01-20,0,0.09,0.773879689188522,0.3125,27.8125,69.375
"371","xinjiang",0,0,0,0,0,0,2020-01-21,0,0.09,0.877033660847501,0.3125,50,66.25
"405","xinjiang",0,0,0,0,0,0,2020-01-22,0,0.09,1.04432589199816,0.3125,48.75,66.25
"439","xinjiang",3,3,2,2,0,0,2020-01-23,0,0.09,1.25541291015781,0.3125,136.25,95.3125
"473","xinjiang",0,0,1,3,0,0,2020-01-24,0,0.09,1.45409280843697,0.3125,130.3125,97.5
"507","xinjiang",1,1,1,4,0,0,2020-01-25,0,0.09,1.53338488606489,0.3125,173.125,110.3125
"541","xinjiang",7,6,1,5,0,0,2020-01-26,0,0.09,1.54969453378548,194.6875,205.9375,121.25
"575","xinjiang",2,2,5,10,0,0,2020-01-27,0,0.09,1.62863291855906,112.5,230,159.375
"609","xinjiang",1,3,3,13,0,0,2020-01-28,0,0.09,1.69382034025796,150,231.25,208.125
"643","xinjiang",20,22,1,14,0,0,2020-01-29,0,0.09,1.82990946102058,159.375,226.875,210.3125
"677","xinjiang",13,28,3,17,0,0,2020-01-30,0,0.09,1.78546199664385,140.625,208.125,183.75
"711","xinjiang",6,19,1,18,0,0,2020-01-31,0,0.09,1.95236601748553,83.4375,181.25,134.375
"745","xinjiang",8,21,3,21,0,0,2020-02-01,0,0.09,1.97407193513778,173.4375,176.875,145
"779","xinjiang",12,26,3,24,0,0,2020-02-02,0,0.09,2.06670217958132,158.4375,165,108.75
"813","xinjiang",23,33,5,29,0,0,2020-02-03,0,0.09,2.01712512892799,92.1875,172.5,99.375
"847","xinjiang",19,46,3,32,0,0,2020-02-04,0,0.09,2.34532883526334,192.5,167.5,99.375
"881","xinjiang",15,47,4,36,0,0,2020-02-05,0,0.09,2.16128128385262,201.875,160,97.5
"915","xinjiang",15,47,4,36,0,0,2020-02-06,0,0.09,2.11956941394515,173.75,140.625,109.0625
"949","xinjiang",4,23,3,42,0,0,2020-02-07,0,0.09,2.09767288802841,170.625,133.75,151.5625
"983","xinjiang",20,38,3,45,0,0,2020-02-08,0,0.09,2.19047623638461,215.625,117.5,85.3125
"1017","xinjiang",9,39,4,49,0,0,2020-02-09,0,0.09,2.15305649547213,222.1875,110.9375,127.5
"1051","xinjiang",1,33,6,55,0,0,2020-02-10,0,0.09,2.14726844764107,213.4375,106.875,85
"1085","xinjiang",2,31,4,59,0,0,2020-02-11,0,0.09,2.03960878705535,230.9375,100.625,132.1875
"1119","xinjiang",0,27,4,63,1,1,2020-02-12,0,0.09,1.95746466658316,217.5,101.875,130.625
"1153","xinjiang",5,25,2,65,0,1,2020-02-13,0,0.09,1.97140673525732,224.375,100.625,68.125
"1187","xinjiang",4,26,5,70,0,1,2020-02-14,0,0.09,1.97613650942786,202.8125,84.375,67.5
"1221","xinjiang",3,22,1,71,0,1,2020-02-15,0,0.09,1.98931767020638,226.5625,84.375,78.125
"1255","xinjiang",2,20,2,73,0,1,2020-02-16,0,0.09,1.94393279561116,218.75,75,129.0625
"1289","xinjiang",1,19,1,76,0,1,2020-02-17,0,0.09,1.91030148219361,219.375,75.625,68.4375
"1323","xinjiang",0,18,0,76,0,1,2020-02-18,0,0.09,1.98293661288812,215.625,74.6875,86.875
"1357","xinjiang",0,17,0,76,0,1,2020-02-19,0,0.09,1.88579717381681,194.0625,68.125,67.1875
"1391","xinjiang",0,11,0,76,0,1,2020-02-20,0,0.09,1.93265988932935,196.875,64.0625,63.75
"1425","xinjiang",0,6,0,76,1,2,2020-02-21,0,0.09,1.87036263010246,203.125,64.0625,63.125
"32","taiwan",0,0,0,0,0,0,2020-01-10,0,0,0,0.175,0.175,0.175
"66","taiwan",0,0,0,0,0,0,2020-01-11,0,0,0,0.175,0.175,0.175
"100","taiwan",0,0,0,0,0,0,2020-01-12,0,0,0,0.175,0.175,0.175
"134","taiwan",0,0,0,0,0,0,2020-01-13,0,0,0,0.175,0.175,0.175
"168","taiwan",0,0,0,0,0,0,2020-01-14,0,0,0,0.175,0.175,0.175
"202","taiwan",0,0,0,0,0,0,2020-01-16,0,0,0,0.175,0.175,0.175
"236","taiwan",0,0,0,0,0,0,2020-01-17,0,0,0,0.175,0.175,0.175
"270","taiwan",0,0,0,0,0,0,2020-01-18,0,0,0,0.175,0.175,0.175
"304","taiwan",0,0,0,0,0,0,2020-01-19,0,0,0,0.175,0.175,133.175
"338","taiwan",0,0,0,0,0,0,2020-01-20,0,0,0,0.175,53.375,133.175
"372","taiwan",0,0,1,1,0,0,2020-01-21,0,0,0,0.175,0.175,0.175
"406","taiwan",0,0,0,1,0,0,2020-01-22,0,0,0,0.175,53.2,0.175
"440","taiwan",0,0,0,1,0,0,2020-01-23,0,0,0,0.175,113.05,0.175
"474","taiwan",0,0,2,3,0,0,2020-01-24,0,0,0,0.175,57.225,133
"508","taiwan",0,0,0,3,0,0,2020-01-25,0,0,0,0.175,53.375,133.175
"542","taiwan",0,0,1,4,0,0,2020-01-26,0,0,0,57.05,56.175,133.175
"576","taiwan",0,0,1,5,0,0,2020-01-27,0,0,0,0.35,68.25,0.35
"610","taiwan",0,0,3,8,0,0,2020-01-28,0,0,0,56.875,53.55,0.175
"644","taiwan",0,0,0,8,0,0,2020-01-29,0,0,0,0.35,56.175,0.175
"678","taiwan",0,0,1,9,0,0,2020-01-30,0,0,0,0.175,119.175,134.75
"712","taiwan",0,0,1,10,0,0,2020-01-31,0,0,0,56.875,61.075,135.45
"746","taiwan",0,0,0,10,0,0,2020-02-01,0,0,0,0.525,54.425,133.35
"780","taiwan",0,0,0,10,0,0,2020-02-02,0,0,0,56.875,54.25,133.175
"814","taiwan",0,0,0,10,0,0,2020-02-03,0,0,0,0.875,56,1.4
"848","taiwan",0,0,1,11,0,0,2020-02-04,0,0,0,0.175,53.55,0.175
"882","taiwan",0,0,0,11,0,0,2020-02-05,0,0,0,56.35,61.6,0.175
"916","taiwan",0,0,0,11,0,0,2020-02-06,0,0,0,0.875,110.775,0.175
"950","taiwan",0,0,0,16,0,0,2020-02-07,0,0,0,56.35,1.925,0.175
"984","taiwan",0,0,1,17,0,0,2020-02-08,0,0,0,0.875,0.175,0.175
"1018","taiwan",0,0,1,18,0,0,2020-02-09,0,0,0,0.175,0.175,0.175
"1052","taiwan",0,0,0,18,0,0,2020-02-10,0,0,0,57.4,56.35,0.175
"1086","taiwan",0,0,0,18,0,0,2020-02-11,0,0,0,59.15,57.05,0.175
"1120","taiwan",0,0,0,18,0,0,2020-02-12,0,0,0,59.15,56.35,0.175
"1154","taiwan",0,0,0,18,0,0,2020-02-13,0,0,0,59.15,53.55,0.175
"1188","taiwan",0,0,0,18,0,0,2020-02-14,0,0,0,58.1,53.375,0.175
"1222","taiwan",0,0,0,18,0,0,2020-02-15,0,0,0,58.1,54.25,0.175
"1256","taiwan",0,0,2,20,1,1,2020-02-16,0,0,0,1.575,1.575,0.175
"1290","taiwan",0,0,2,22,0,1,2020-02-17,0,0,0,55.125,0.175,0.175
"1324","taiwan",0,0,0,22,0,1,2020-02-18,0,0,0,57.05,0.175,0.175
"1358","taiwan",0,0,2,24,0,1,2020-02-19,0,0,0,119.525,0.175,0.175
"1392","taiwan",0,0,0,24,0,1,2020-02-20,0,0,0,114.45,0.175,0.175
"1426","taiwan",0,0,2,26,0,1,2020-02-21,0,0,0,2.975,51.975,0.175
"33","hongkong",0,0,0,0,0,0,2020-01-10,0,0,0,0.1875,51,0.1875
"67","hongkong",0,0,0,0,0,0,2020-01-11,0,0,0,0.1875,0.375,0.375
"101","hongkong",0,0,0,0,0,0,2020-01-12,0,0,0,0.1875,47.625,57
"135","hongkong",0,0,0,0,0,0,2020-01-13,0,0,0,0.1875,49.3125,0.375
"169","hongkong",0,0,0,0,0,0,2020-01-14,0,0,0,0.1875,0.1875,58.125
"203","hongkong",0,0,0,0,0,0,2020-01-16,0,0,0,0.1875,52.6875,0.1875
"237","hongkong",0,0,0,0,0,0,2020-01-17,0,0,0,0.1875,97.6875,0.1875
"271","hongkong",0,0,0,0,0,0,2020-01-18,0,0,0,0.1875,95.25,0.1875
"305","hongkong",0,0,0,0,0,0,2020-01-19,0,0,0,0.1875,48.5625,57.1875
"339","hongkong",0,0,0,0,0,0,2020-01-20,0,0,0,0.1875,100.125,58.125
"373","hongkong",0,0,1,1,0,0,2020-01-21,0,0,0,0.1875,116.8125,118.125
"407","hongkong",0,0,0,1,0,0,2020-01-22,0,0,0,0.1875,115.125,63.1875
"441","hongkong",0,0,1,2,0,0,2020-01-23,0,0,0,0.1875,138.375,118.125
"475","hongkong",0,0,3,5,0,0,2020-01-24,0,0,0,0.1875,115.125,63.375
"509","hongkong",0,0,0,5,0,0,2020-01-25,0,0,0,0.1875,70.125,60.1875
"543","hongkong",0,0,3,8,0,0,2020-01-26,0,0,0,57,120,125.0625
"577","hongkong",0,0,0,8,0,0,2020-01-27,0,0,0,57.1875,132.75,120.1875
"611","hongkong",0,0,0,8,0,0,2020-01-28,0,0,0,114.9375,134.25,65.4375
"645","hongkong",0,0,2,10,0,0,2020-01-29,0,0,0,114.1875,134.25,124.125
"679","hongkong",0,0,2,12,0,0,2020-01-30,0,0,0,60.5625,130.125,117.1875
"713","hongkong",0,0,1,13,0,0,2020-01-31,0,0,0,117,145.875,127.125
"747","hongkong",0,0,1,14,0,0,2020-02-01,0,0,0,117.1875,127.125,60.5625
"781","hongkong",0,0,1,15,0,0,2020-02-02,0,0,0,123,125.25,61.125
"815","hongkong",0,0,0,15,0,0,2020-02-03,0,0,0,118.3125,130.875,60.375
"849","hongkong",0,0,3,18,1,1,2020-02-04,0,0,0,121.125,128.625,61.125
"883","hongkong",0,0,3,21,0,1,2020-02-05,0,0,0,126,137.625,60.375
"917","hongkong",0,0,3,21,0,1,2020-02-06,0,0,0,117.375,132,60.1875
"951","hongkong",0,0,2,26,0,1,2020-02-07,0,0,0,132.9375,124.5,114.375
"985","hongkong",0,0,0,26,0,1,2020-02-08,0,0,0,129.375,122.625,58.875
"1019","hongkong",0,0,10,36,0,1,2020-02-09,0,0,0,141,127.5,61.125
"1053","hongkong",0,0,6,42,0,1,2020-02-10,0,0,0,144,134.25,63
"1087","hongkong",0,0,7,49,0,1,2020-02-11,0,0,0,147,124.5,114
"1121","hongkong",0,0,1,50,0,1,2020-02-12,0,0,0,129.5625,117,2.25
"1155","hongkong",0,0,3,53,0,1,2020-02-13,0,0,0,130.125,109.5,56.625
"1189","hongkong",0,0,3,56,0,1,2020-02-14,0,0,0,135,114.375,57.375
"1223","hongkong",0,0,0,56,0,1,2020-02-15,0,0,0,122.4375,71.4375,2.0625
"1257","hongkong",0,0,1,57,0,1,2020-02-16,0,0,0,122.25,57.9375,0.1875
"1291","hongkong",0,0,3,60,0,1,2020-02-17,0,0,0,136.6875,105,0.1875
"1325","hongkong",0,0,2,62,0,1,2020-02-18,0,0,0,129.375,114,0.1875
"1359","hongkong",0,0,3,65,1,2,2020-02-19,0,0,0,127.3125,108,54.9375
"1393","hongkong",0,0,3,68,0,2,2020-02-20,0,0,0,124.3125,113.25,2.25
"1427","hongkong",0,0,0,68,0,2,2020-02-21,0,0,0,129,115.875,55.6875
"34","macau",0,0,0,0,0,0,2020-01-10,1,0,0,0.15,0.3,0.3
"68","macau",0,0,0,0,0,0,2020-01-11,0,0,0,0.15,45.75,58.05
"102","macau",0,0,0,0,0,0,2020-01-12,0,0,0,0.15,46.5,0.15
"136","macau",0,0,0,0,0,0,2020-01-13,1,0,0,0.15,0.15,0.15
"170","macau",0,0,0,0,0,0,2020-01-14,0,0,0,0.15,0.15,0.15
"204","macau",0,0,0,0,0,0,2020-01-16,2,0,0,0.15,0.15,0.15
"238","macau",0,0,0,0,0,0,2020-01-17,2,0,0,0.15,0.15,57.15
"272","macau",0,0,0,0,0,0,2020-01-18,0,0,0,0.15,0.15,0.15
"306","macau",0,0,0,0,0,0,2020-01-19,0,0,0,0.15,0.15,0.15
"340","macau",0,0,0,0,0,0,2020-01-20,0,0,0,0.15,0.15,0.15
"374","macau",0,0,1,1,0,0,2020-01-21,0,0,0,0.15,48.15,57.15
"408","macau",0,0,0,1,0,0,2020-01-22,0,0,0,0.15,52.95,57.15
"442","macau",0,0,1,2,0,0,2020-01-23,0,0,0,0.15,108.9,117.15
"476","macau",0,0,0,2,0,0,2020-01-24,0,0,0,0.15,56.25,58.2
"510","macau",0,0,0,2,0,0,2020-01-25,0,0,0,0.15,59.4,0.15
"544","macau",0,0,3,5,0,0,2020-01-26,0,0,0,0.15,100.8,57
"578","macau",0,0,2,7,0,0,2020-01-27,0,0,0,0.15,52.2,0.3
"612","macau",0,0,0,7,0,0,2020-01-28,0,0,0,0.15,46.65,59.85
"646","macau",0,0,0,7,0,0,2020-01-29,0,0,0,0.15,52.8,60.15
"680","macau",0,0,0,7,0,0,2020-01-30,0,0,0,56.85,53.7,58.2
"714","macau",0,0,0,7,0,0,2020-01-31,0,0,0,0.45,97.5,0.3
"748","macau",0,0,0,7,0,0,2020-02-01,0,0,0,0.15,99.3,59.7
"782","macau",0,0,1,8,0,0,2020-02-02,0,0,0,0.15,97.8,0.45
"816","macau",0,0,0,8,0,0,2020-02-03,0,0,0,57.6,62.85,62.4
"850","macau",0,0,2,10,0,0,2020-02-04,0,0,0,57.3,53.1,0.6
"884","macau",0,0,0,10,0,0,2020-02-05,0,0,0,61.05,97.95,0.15
"918","macau",0,0,0,10,0,0,2020-02-06,0,0,0,58.2,58.95,56.7
"952","macau",0,0,0,10,0,0,2020-02-07,0,0,0,1.05,52.2,57.15
"986","macau",0,0,0,10,0,0,2020-02-08,0,0,0,0.15,48.3,0.9
"1020","macau",0,0,0,10,0,0,2020-02-09,0,0,0,57,46.65,0.15
"1054","macau",0,0,0,10,0,0,2020-02-10,0,0,0,57.3,55.2,0.15
"1088","macau",0,0,0,10,0,0,2020-02-11,0,0,0,58.05,49.2,0.15
"1122","macau",0,0,0,10,0,0,2020-02-12,0,0,0,1.05,91.5,56.25
"1156","macau",0,0,0,10,0,0,2020-02-13,0,0,0,55.65,2.4,1.65
"1190","macau",0,0,0,10,0,0,2020-02-14,0,0,0,1.35,47.1,55.95
"1224","macau",0,0,0,10,0,0,2020-02-15,0,0,0,0.15,45.9,1.95
"1258","macau",0,0,0,10,0,0,2020-02-16,0,0,0,55.8,1.35,0.15
"1292","macau",0,0,0,10,0,0,2020-02-17,0,0,0,2.1,44.1,0.15
"1326","macau",0,0,0,10,0,0,2020-02-18,0,0,0,112.05,48,0.15
